date,region,product,combined_name,volume_mmcfd
7/22/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,459
7/22/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2097
7/22/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5649
7/22/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-905
7/22/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4406
7/22/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-205
7/22/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2831
7/22/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5797
7/22/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,905
7/22/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,743
7/22/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,506
7/21/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,142
7/21/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3784
7/21/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3343
7/21/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,439
7/21/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,385
7/21/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2129
7/21/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,443
7/21/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3784
7/21/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3343
7/21/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,979
7/21/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,254
7/21/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,693
7/21/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1876
7/21/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3074
7/21/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,254
7/21/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2129
7/21/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,439
7/21/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5770
7/21/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-896
7/21/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4578
7/21/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,142
7/21/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2855
7/21/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5769
7/21/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,720
7/21/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,474
7/21/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,896
7/20/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3628
7/20/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3120
7/20/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,395
7/20/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-326
7/20/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,396
7/20/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2024
7/20/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3628
7/20/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,437
7/20/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3120
7/20/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,975
7/20/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,247
7/20/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,797
7/20/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2214
7/20/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,247
7/20/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3044
7/20/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,396
7/20/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2024
7/20/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5559
7/20/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-829
7/20/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4444
7/20/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-326
7/20/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3189
7/20/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,829
7/20/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5841
7/20/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,596
7/20/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,838
7/19/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3615
7/19/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3078
7/19/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-341
7/19/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,436
7/19/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,352
7/19/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,403
7/19/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3615
7/19/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2063
7/19/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3078
7/19/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,221
7/19/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,972
7/19/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,776
7/19/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2205
7/19/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,436
7/19/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3055
7/19/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,221
7/19/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2063
7/19/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5205
7/19/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-987
7/19/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4605
7/19/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-341
7/19/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,987
7/19/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5771
7/19/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3177
7/19/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,864
7/19/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,643
7/18/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,434
7/18/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3643
7/18/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,377
7/18/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3083
7/18/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-378
7/18/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,476
7/18/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3643
7/18/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2061
7/18/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3083
7/18/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2178
7/18/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,970
7/18/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,246
7/18/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,761
7/18/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3036
7/18/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,434
7/18/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,246
7/18/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2061
7/18/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5360
7/18/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1178
7/18/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4636
7/18/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-378
7/18/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3148
7/18/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,860
7/18/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5763
7/18/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1178
7/18/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,594
7/17/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,417
7/17/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3655
7/17/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-289
7/17/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3356
7/17/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,391
7/17/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,474
7/17/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3655
7/17/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2042
7/17/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,139
7/17/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3356
7/17/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,751
7/17/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,894
7/17/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2079
7/17/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2994
7/17/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2042
7/17/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,417
7/17/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,139
7/17/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5812
7/17/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1055
7/17/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4621
7/17/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-289
7/17/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,697
7/17/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2973
7/17/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5894
7/17/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1055
7/17/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,736
7/16/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,382
7/16/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3660
7/16/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3261
7/16/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,305
7/16/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-277
7/16/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3660
7/16/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,444
7/16/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1884
7/16/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3261
7/16/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,147
7/16/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,974
7/16/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,746
7/16/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2206
7/16/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,2952
7/16/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,305
7/16/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,147
7/16/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1884
7/16/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5751
7/16/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-799
7/16/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4458
7/16/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-277
7/16/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,630
7/16/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,774
7/16/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3180
7/16/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6117
7/16/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,799
7/15/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-322
7/15/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3728
7/15/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,306
7/15/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,365
7/15/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3457
7/15/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2056
7/15/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3728
7/15/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,502
7/15/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3457
7/15/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,886
7/15/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,175
7/15/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,746
7/15/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2090
7/15/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2056
7/15/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,306
7/15/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,175
7/15/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3116
7/15/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5415
7/15/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-497
7/15/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4413
7/15/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-322
7/15/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2976
7/15/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,749
7/15/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,497
7/15/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5684
7/15/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,543
7/14/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3798
7/14/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,174
7/14/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-296
7/14/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3305
7/14/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,371
7/14/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3798
7/14/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1854
7/14/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,488
7/14/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2095
7/14/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3305
7/14/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,849
7/14/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-20
7/14/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,777
7/14/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3152
7/14/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1854
7/14/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,174
7/14/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-20
7/14/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5423
7/14/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-635
7/14/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4269
7/14/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-296
7/14/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2944
7/14/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,635
7/14/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5750
7/14/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,474
7/14/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,774
7/13/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-348
7/13/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3408
7/13/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3936
7/13/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,243
7/13/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,380
7/13/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3936
7/13/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1802
7/13/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,381
7/13/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-246
7/13/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1016
7/13/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3408
7/13/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1075
7/13/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2440
7/13/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3226
7/13/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1802
7/13/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,243
7/13/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-246
7/13/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5284
7/13/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1189
7/13/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4156
7/13/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-348
7/13/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,848
7/13/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1189
7/13/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5627
7/13/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3456
7/13/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,394
7/12/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-345
7/12/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3851
7/12/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,330
7/12/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3320
7/12/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,245
7/12/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1802
7/12/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3851
7/12/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,383
7/12/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3320
7/12/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1075
7/12/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1085
7/12/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2450
7/12/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-262
7/12/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-262
7/12/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1802
7/12/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3059
7/12/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,245
7/12/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5141
7/12/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1244
7/12/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4332
7/12/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-345
7/12/2020,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3535
7/12/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5693
7/12/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1244
7/12/2020,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,875
7/12/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,286
7/11/2020,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3832
7/11/2020,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-457
7/11/2020,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3259
7/11/2020,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,367
7/11/2020,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,236
7/11/2020,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1801
7/11/2020,California,Net Flows to Mexico,California: Net Flows to Mexico,384
7/11/2020,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3832
7/11/2020,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3259
7/11/2020,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,1086
7/11/2020,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,-259
7/11/2020,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1075
7/11/2020,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2445
7/11/2020,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,-259
7/11/2020,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3059
7/11/2020,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1801
7/11/2020,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,236
7/11/2020,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5310
7/11/2020,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1242
7/11/2020,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,4239
7/11/2020,Texas,Net Flows to Western,Texas: Net Flows to Western,-457
7/11/2020,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5660
7/11/2020,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1242
7/11/2020,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,315
